number,value,datetime_start,datetime_complete,duration,params_candidate__cinema,params_candidate__digitaldisplayandsearch,params_candidate__digitalvideo,params_candidate__facebook,params_candidate__instagram,params_candidate__localtv,params_candidate__ooh,params_candidate__opentv,params_candidate__paytv,params_candidate__print,params_candidate__radio,params_candidate__tiktok,params_candidate__twitter,params_candidate__youtube,system_attrs_tpe:relative_params:0,state
1238,2059.5856674657025,2026-09-21 11:39:56.393646,2026-09-21 11:39:56.815271,0 days 00:00:00.421625,2,16,14,2,16,0,16,7,11,13,4,12,15,14,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 2, ""candidate__instagram"": 16, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 11, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
1239,2065.0815961524877,2026-09-21 11:39:56.837399,2026-09-21 11:39:57.251100,0 days 00:00:00.413701,5,15,17,1,13,0,17,8,14,13,6,12,12,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 17, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 8, ""candidate__paytv"": 14, ""candidate__print"": 13, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1240,2061.7649896957328,2026-09-21 11:39:57.270967,2026-09-21 11:39:57.730012,0 days 00:00:00.459045,3,15,16,2,13,0,16,8,13,12,7,11,11,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 13, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 11, ""candidate__twitter"": 11, ""candidate__youtube"": 15}",PRUNED
1241,2079.534207785041,2026-09-21 11:39:57.748620,2026-09-21 11:39:58.177380,0 days 00:00:00.428760,4,17,15,1,10,0,15,11,7,16,5,7,12,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 16, ""candidate__radio"": 5, ""candidate__tiktok"": 7, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1242,2064.831605912442,2026-09-21 11:39:58.198429,2026-09-21 11:39:58.614095,0 days 00:00:00.415666,3,16,15,3,15,0,16,8,9,14,5,13,14,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 3, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1243,2063.8131333921438,2026-09-21 11:39:58.632654,2026-09-21 11:39:59.019291,0 days 00:00:00.386637,4,14,14,1,11,0,16,11,10,12,6,8,16,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 8, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1244,1704.544858762624,2026-09-21 11:39:59.037990,2026-09-21 11:39:59.717149,0 days 00:00:00.679159,4,15,15,1,13,0,16,8,12,11,8,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 12, ""candidate__print"": 11, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1245,2099.8293164720358,2026-09-21 11:39:59.742486,2026-09-21 11:40:00.146087,0 days 00:00:00.403601,5,15,14,1,10,1,15,11,7,13,4,7,14,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 1, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 7, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1246,1708.1857613473624,2026-09-21 11:40:00.169737,2026-09-21 11:40:00.928685,0 days 00:00:00.758948,5,15,15,1,14,0,17,7,13,12,7,12,13,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 7, ""candidate__paytv"": 13, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
1247,2061.166750416411,2026-09-21 11:40:00.949159,2026-09-21 11:40:01.778619,0 days 00:00:00.829460,3,15,14,1,13,0,16,7,11,12,7,12,13,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1248,2058.857212430623,2026-09-21 11:40:01.800632,2026-09-21 11:40:02.199328,0 days 00:00:00.398696,4,15,15,2,13,0,16,8,15,11,7,12,13,14,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 15, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
1249,2061.341928355698,2026-09-21 11:40:02.221384,2026-09-21 11:40:02.595767,0 days 00:00:00.374383,4,17,14,1,13,0,16,7,11,12,6,12,12,14,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 14}",PRUNED
1250,1705.2943248106665,2026-09-21 11:40:02.616792,2026-09-21 11:40:03.328284,0 days 00:00:00.711492,3,17,15,1,10,0,16,11,4,11,7,13,9,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 4, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 9, ""candidate__youtube"": 15}",COMPLETE
1251,2066.633301355888,2026-09-21 11:40:03.353752,2026-09-21 11:40:03.760392,0 days 00:00:00.406640,4,17,14,2,11,0,16,11,8,15,5,9,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 2, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 8, ""candidate__print"": 15, ""candidate__radio"": 5, ""candidate__tiktok"": 9, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1252,2058.2218187997564,2026-09-21 11:40:03.781087,2026-09-21 11:40:04.212758,0 days 00:00:00.431671,4,14,14,1,8,0,17,11,8,13,6,10,17,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 11, ""candidate__paytv"": 8, ""candidate__print"": 13, ""candidate__radio"": 6, ""candidate__tiktok"": 10, ""candidate__twitter"": 17, ""candidate__youtube"": 16}",PRUNED
1253,2074.659876954603,2026-09-21 11:40:04.231233,2026-09-21 11:40:04.679225,0 days 00:00:00.447992,5,12,15,2,16,0,15,8,10,12,4,13,14,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 16, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 8, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1254,1706.445881964022,2026-09-21 11:40:04.700715,2026-09-21 11:40:05.361268,0 days 00:00:00.660553,5,13,15,0,13,0,16,8,7,12,4,12,15,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",COMPLETE
1255,2092.728315364271,2026-09-21 11:40:05.380117,2026-09-21 11:40:05.807711,0 days 00:00:00.427594,0,15,15,1,9,0,15,4,7,13,5,12,14,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 4, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1256,2086.340709069075,2026-09-21 11:40:05.828837,2026-09-21 11:40:06.300377,0 days 00:00:00.471540,3,14,15,1,15,1,16,8,11,14,4,13,15,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 15, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 11, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1257,1706.4903855177088,2026-09-21 11:40:06.321905,2026-09-21 11:40:07.001232,0 days 00:00:00.679327,4,16,15,3,17,0,16,8,11,13,4,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 3, ""candidate__instagram"": 17, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 11, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1258,2060.1478977068073,2026-09-21 11:40:07.026813,2026-09-21 11:40:07.395434,0 days 00:00:00.368621,3,15,16,1,10,0,16,5,5,12,5,12,15,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 5, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1259,1705.2562341681503,2026-09-21 11:40:07.419421,2026-09-21 11:40:08.079869,0 days 00:00:00.660448,4,15,16,1,14,0,16,8,12,12,8,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 12, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1260,2060.569256490439,2026-09-21 11:40:08.109157,2026-09-21 11:40:08.551383,0 days 00:00:00.442226,4,16,14,1,13,0,16,9,11,12,5,12,12,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1261,1712.6630815407018,2026-09-21 11:40:08.573064,2026-09-21 11:40:09.272383,0 days 00:00:00.699319,5,15,15,1,14,0,17,7,12,13,4,11,13,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 7, ""candidate__paytv"": 12, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
1262,2077.6614710195995,2026-09-21 11:40:09.294152,2026-09-21 11:40:09.677473,0 days 00:00:00.383321,4,15,15,1,13,0,15,8,12,11,9,13,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 8, ""candidate__paytv"": 12, ""candidate__print"": 11, ""candidate__radio"": 9, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1263,2076.077334128648,2026-09-21 11:40:09.699058,2026-09-21 11:40:10.129165,0 days 00:00:00.430107,4,16,15,1,10,0,15,10,6,13,4,7,13,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 7, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
1264,1704.2085824444166,2026-09-21 11:40:10.148116,2026-09-21 11:40:10.832555,0 days 00:00:00.684439,6,13,15,1,13,0,16,5,6,13,4,13,15,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",COMPLETE
1265,1707.7619376138546,2026-09-21 11:40:10.862054,2026-09-21 11:40:11.689799,0 days 00:00:00.827745,3,16,16,3,17,0,16,8,9,13,3,13,14,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 3, ""candidate__instagram"": 17, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 9, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1266,2087.6124869989153,2026-09-21 11:40:11.714807,2026-09-21 11:40:12.109594,0 days 00:00:00.394787,4,15,14,1,9,1,16,11,7,10,4,15,14,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 10, ""candidate__radio"": 4, ""candidate__tiktok"": 15, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
1267,2058.318106956472,2026-09-21 11:40:12.130251,2026-09-21 11:40:12.537622,0 days 00:00:00.407371,4,17,16,2,11,0,16,11,7,13,5,6,14,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 6, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
1268,2064.4519413143926,2026-09-21 11:40:12.558105,2026-09-21 11:40:12.961610,0 days 00:00:00.403505,3,15,15,2,12,0,16,12,9,12,5,11,13,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 12, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 12, ""candidate__paytv"": 9, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1269,2069.501035173935,2026-09-21 11:40:12.980347,2026-09-21 11:40:13.412710,0 days 00:00:00.432363,5,16,15,1,11,1,16,11,7,14,5,7,14,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 11, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 7, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
1270,1708.5316885524828,2026-09-21 11:40:13.441445,2026-09-21 11:40:14.142955,0 days 00:00:00.701510,5,14,15,1,16,0,17,8,8,12,5,13,13,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 16, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 8, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
1271,2078.679444781323,2026-09-21 11:40:14.164594,2026-09-21 11:40:14.579337,0 days 00:00:00.414743,3,17,15,1,13,0,15,7,11,12,4,12,14,14,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 7, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1272,1972.4820953206654,2026-09-21 11:40:14.597853,2026-09-21 11:40:15.217008,0 days 00:00:00.619155,5,17,16,0,13,0,16,7,10,12,4,11,13,14,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
1273,1707.1669096571993,2026-09-21 11:40:15.235462,2026-09-21 11:40:15.938540,0 days 00:00:00.703078,3,16,15,1,10,0,16,11,9,13,6,9,16,16,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 13, ""candidate__radio"": 6, ""candidate__tiktok"": 9, ""candidate__twitter"": 16, ""candidate__youtube"": 16}",COMPLETE
1274,1705.0779103617824,2026-09-21 11:40:15.965260,2026-09-21 11:40:16.859313,0 days 00:00:00.894053,5,14,15,1,13,0,16,6,9,14,4,15,13,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 15, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
1275,2060.409102381611,2026-09-21 11:40:16.879561,2026-09-21 11:40:17.273626,0 days 00:00:00.394065,5,14,15,0,7,0,16,11,9,14,8,14,15,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 7, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 8, ""candidate__tiktok"": 14, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1276,2060.137794159705,2026-09-21 11:40:17.291060,2026-09-21 11:40:17.624918,0 days 00:00:00.333858,4,13,14,1,13,0,16,6,9,14,5,15,13,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 15, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1277,2069.9265981127523,2026-09-21 11:40:17.642774,2026-09-21 11:40:18.025318,0 days 00:00:00.382544,5,17,15,1,13,0,15,6,9,12,4,11,13,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 6, ""candidate__paytv"": 9, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
1278,2076.055368321499,2026-09-21 11:40:18.043664,2026-09-21 11:40:18.533394,0 days 00:00:00.489730,4,14,14,0,13,1,16,8,11,11,7,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 11, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1279,2078.62368794303,2026-09-21 11:40:18.552790,2026-09-21 11:40:18.991923,0 days 00:00:00.439133,4,13,15,1,13,0,15,10,7,14,3,13,13,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 7, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1280,2072.6730252911775,2026-09-21 11:40:19.014961,2026-09-21 11:40:19.436904,0 days 00:00:00.421943,4,17,15,1,9,0,17,11,6,12,5,13,13,14,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 11, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
1281,2084.833067764446,2026-09-21 11:40:19.459439,2026-09-21 11:40:19.871660,0 days 00:00:00.412221,3,16,15,0,11,0,15,12,7,14,4,6,14,14,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 12, ""candidate__paytv"": 7, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 6, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1282,2085.0002928415474,2026-09-21 11:40:19.892093,2026-09-21 11:40:20.325305,0 days 00:00:00.433212,6,12,14,1,12,1,16,6,7,13,4,13,16,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1283,1972.5056846037187,2026-09-21 11:40:20.345728,2026-09-21 11:40:20.926335,0 days 00:00:00.580607,4,15,14,1,13,0,17,6,11,13,5,12,13,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 6, ""candidate__paytv"": 11, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
